client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_41964655.mp3	fc0ac923dad902a2d6720822d21d107f4ba8b10547fd994bf9c057ca245a7385	ქუმორთუ ლევანქინი, დას მიოჯინუო, ლოგინს ქეითოჯანუ ლეხო.		1	2					xmf	
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_41964803.mp3	12abedf8bd9420fd6a845fc819f6069add2e8a0f9f18714101f3aa9c65fcd997	გაკეთეს შვებიში ბაწარი დო დინილუ უკლაში ჯიმაქ.		1	2					xmf	
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_41964918.mp3	ad151d785fd620ca9f539d9975f369077d557694c3ba2032944a8eb0a0bfb2ec	ქიმერთუ თე ბოშიქ დო ქუმოთხუ ხე: გეჭოფუ დო დიხას ქიგიაშქუნი,		1	2					xmf	
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_41965075.mp3	81f74aba49bcfed38991aae453d9e47f5e49416bc11f5a586207aca2b75ad452	გუკუნ ე ბოშიქ დო ვიშო გოსოფუ ე ძაფი.		1	2					xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993721.mp3	c306101e7d815ab06c04646d63eb15ad37a3c1b2e1130014530d4817d253fdc5	მუმა დო დიდაქ ნება ვამეჩჷ სქუას გირგვინიში გედგჷმაში.		1	2					xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993722.mp3	55bbdbc34f4e704c91ac201a29587ac43c40cb63e6832b9efce76175e0a421c5	ართი საწყალი ჩილამი კოჩი ქოჸოფენ დო ართი სქუაში მეტი ვანოჸუნუე.		0	2					xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993728.mp3	9e2fcfad6827fea196b07d4f6f73245c30134a0b8e3144cdd6f8e6b28bf8d2ef	მუასქანს ბრელი მუთუნ დუტებ, მარა ირფელი მედინაფჷ ის დო მა ჩქიმი ჭკიდი მემიჸოთამუნია.		0	2					xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993763.mp3	e046a4b94545fcef9ea4ca268f2dca3a559e0fb89f462f2a4da70263167dff7f	კარეფი არძა ეკილერი რდუ დო სოლეთინი ვემნირთედუ.		1	2	thirties	female_feminine			xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993772.mp3	574d55a0ff50de147e7a90d4ac9b0a8068025485549eb1ad72993e00044bafa2	ართი მეშარექ გემირჩქინდ თაქ დო ჭიჭე შეწუხებულო ვორდინ, პკითხ ანბე.		1	2	thirties	female_feminine			xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993775.mp3	76e61d04e4efe0410d1ae87dddfcac75377942c173dedda4577d2387b8b0063f	ქუმაღალაფუ ათე კოჩქ მუში ოსურიში მუკაქუნალეფი, ქუმაჸონაფუ ჯგირი ცხენი, გიოხუნუ ოსური დო გურქის დოხორეშა.		0	2	thirties	female_feminine			xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993780.mp3	b2c5ae3ee1edbb49a092fca04d71be05a3708f723a940f607b9afe46363a1b58	რაშიში ჭოფუა ოკო მიბდომათ მუჭო მუ შიმალებენანი.		1	2	thirties	female_feminine			xmf	
7300a92b41695483bc6d9137645c618fcd9d0634d3c610b00f7c49ea6042b0f64da28fc48cee65c39d3d337a692e970106ae244679a2897ebc7a19712611b6e7	common_voice_xmf_41993782.mp3	e5459044189560728d2dc1748f4d0e79ee6e444ac12a5190ae0f4e70993f0983	იმ სერს ორი-ორით ქიმიჸონეს სქუა მუში დოხორეშა.		1	2	thirties	female_feminine			xmf	
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_42006593.mp3	56eab4abef5327cc8d78101021c5aa116c98893257163b0236280dce778b4a71	მაჟირა ოჭუმარეს ბოშიქ შვიდობა დუჩინუ დო ქუდუტუ ართი		0	3					xmf	
cba12822f4720da595b005f266ec9a5efe263143ddda7ae4c778503f930a83c32a8e03d5e32b67c45c26852d1d95530b2430e07d4baf39bde9fc240f0fb62b48	common_voice_xmf_42006594.mp3	85142004034e2453be8ee3fe4d7e996179deef0c679bfa51811c0aea067fe1ee	ეთინწკჷმა ქიკჷნიხუნუ ხუს დენქ ბადიდი გამაცადებელო, მონკა რდუო დო ლექინი.		0	2					xmf	
